# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000053956	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37049053;37049082;37049082;37053559;37054116;37054116;37076991;37076991;37076991;37076991;37078008;37078008;37078008;37078008;37080227;37080227;37080227;37080227;37080411;37080411;37080411;37080411;37081610;37081610;37081610;37081610;37083809;37083809;37083809;37083809;37084026;37084026;37084026;37084026;37086422;37086422;37086422;37086422;37086633;37086636;37086636;37086636;37086874;37086874;37086874;37086874;37087571;37087571;37087571;37087571;37087908;37087908;37087908;37087908;37088384;37088384;37088384;37088384;37088624;37088624;37088624;37088624;37090310;37090310;37090310;37090310;37090601;37090601;37090601;37090601;37090860;37090860;37090860;37090860;37091172;37091172;37091172;37091172;37092016;37092016;37092016;37092016;37092327;37092327;37092327;37092327;37094055;37094055;37094055;37094055;37094355;37094355;37094355;37094355;37095358;37095358;37095358;37095358;37095925;37096337;37096337;37096337;37096337;37096757;37096757;37096757;37096757;37096925;37096925;37096925;37096925;37098945;37098945;37098945;37098945;37099157;37099157;37099157;37099157;37100516;37100516;37100516;37100516;37100993;37100993;37100993;37100993;37102249;37102249;37102249;37102249;37102485;37102485;37102485;37102485;37102695;37102695;37102695;37102695;37102998;37102998;37102998;37102998;37103513;37103513;37103513;37103513;37103986;37106619;37106622;37106622;37106622;37106907;37106907;37106907;37106907;37107181;37107181;37107181;37107181;37108438;37108438;37108438;37108438	37049238;37049238;37049238;37054223;37054223;37054223;37077142;37077142;37077142;37077142;37078181;37078181;37078181;37078181;37080318;37080318;37080318;37080318;37080491;37080491;37080491;37080491;37081725;37081725;37081725;37081725;37083921;37083921;37083921;37083921;37084213;37084213;37084213;37084213;37086539;37086539;37086539;37086539;37086794;37086794;37086794;37086794;37087176;37087176;37087176;37087176;37087724;37087724;37087724;37087724;37088302;37088302;37088302;37088302;37088488;37088488;37088488;37088488;37088782;37088782;37088782;37088782;37090521;37090521;37090521;37090521;37090738;37090738;37090738;37090738;37091079;37091079;37091079;37091079;37091525;37091525;37091525;37091525;37092198;37092198;37092198;37092198;37092529;37092529;37092529;37092529;37094145;37094145;37094145;37094145;37094501;37094501;37094501;37094501;37095621;37095621;37095625;37095621;37095926;37096561;37096561;37096561;37096561;37096846;37096846;37096846;37096846;37097218;37097218;37097218;37097218;37099075;37099075;37099075;37099075;37099361;37099361;37099361;37099361;37100893;37100893;37100893;37100893;37101237;37101237;37101237;37101237;37102387;37102387;37102387;37102387;37102569;37102569;37102569;37102569;37102891;37102891;37102891;37102891;37103113;37103113;37103113;37103113;37103588;37103588;37103588;37103588;37104087;37106803;37106803;37106803;37106803;37107080;37107080;37107080;37107080;37107223;37107223;37107223;37107223;37108845;37108647;37108647;37108986	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8215	6077	6258	6352	6866
ENSDARG00000053959	5;5	37120624;37128758	37120825;37130036	+;+	1481	43	82	62	75
ENSDARG00000012219	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37144290;37144472;37144476;37146975;37147099;37147099;37147099;37147099;37147099;37149280;37149280;37149280;37149280;37149280;37149350;37149510;37149547;37149547;37149547;37149547;37149547;37149822;37149822;37149822;37149822;37150875;37150875;37150875;37150875;37151275;37151509;37151509;37153926;37153926;37153926;37153926;37154424;37154424;37154424;37154654;37154654;37155761;37155761;37157108;37157108	37144533;37144533;37144533;37147012;37147259;37147259;37147259;37147259;37147259;37149387;37149387;37149387;37149387;37149387;37149387;37149661;37149725;37149725;37149725;37149725;37149725;37149914;37149914;37149914;37149914;37150956;37151272;37150956;37150956;37151550;37151550;37151550;37154063;37154030;37154063;37154063;37154518;37154555;37154555;37154766;37154766;37155842;37155842;37157665;37157388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2557	216	273	209	262
ENSDARG00000009121	5	37162905	37164320	-	1416	0	0	0	0
ENSDARG00000020924	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37184999;37193870;37195519;37196334;37197787;37198030;37199945;37200119;37202172;37202359;37202624;37203287;37204752;37204920;37205091;37205279;37205406;37205560;37207406;37207612;37209678;37209885;37210042;37211844;37212288;37212457;37212648;37213832;37214159;37214312;37216260;37216522	37185256;37194028;37195634;37196532;37197867;37198212;37200043;37200232;37202243;37202478;37202706;37203392;37204832;37205011;37205185;37205325;37205486;37205665;37207523;37207725;37209754;37209953;37210126;37212003;37212371;37212550;37212706;37213967;37214229;37214409;37216359;37216987	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3823	242	300	243	133
ENSDARG00000099693	5;5;5;5;5	37217717;37219579;37219868;37220065;37220671	37218229;37219782;37219969;37220241;37220725	-;-;-;-;-	1051	0	0	0	0
ENSDARG00000103498	5;5;5;5;5;5	37237092;37237356;37238134;37238384;37238669;37238833	37237214;37237390;37238268;37238570;37238753;37239157	+;+;+;+;+;+	890	60890	62495	72637	45015
ENSDARG00000014910	5;5;5;5;5;5;5	37240761;37243324;37245079;37247482;37247796;37249554;37250684	37240964;37243460;37245278;37247687;37248106;37249704;37252355	+;+;+;+;+;+;+	2881	46	93	70	63
ENSDARG00000035350	5;5;5	37254532;37254678;37257291	37254578;37254862;37257543	+;+;+	485	0	0	0	3
ENSDARG00000060297	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37264552;37266782;37269756;37270175;37270175;37270431;37270431;37270431;37270757;37270757;37270757;37271232;37271232;37271232;37271514;37271514;37280505	37267347;37267347;37270280;37270280;37270280;37270562;37270562;37270562;37270834;37270834;37270834;37271373;37271373;37271373;37275483;37275480;37281192	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8331	2254	2447	2588	2595
ENSDARG00000094561	5;5;5;5;5;5;5;5;5;5	37283869;37284308;37284403;37284454;37284591;37284591;37285463;37285463;37285818;37285818	37284025;37284355;37284487;37284487;37284665;37284665;37285498;37285498;37285910;37285924	-;-;-;-;-;-;-;-;-;-	508	0	20	0	0
ENSDARG00000077573	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37287942;37287943;37290319;37290319;37290454;37290624;37290624;37290624;37290866;37290866;37290869;37291954;37292692;37292977;37292977;37293277;37293318;37293319;37293319;37293319;37293561;37293561;37293561;37293561;37294662;37294662;37294662;37294662;37295020;37295020;37295020;37295237;37295237;37295237;37296541;37296541;37296541;37296755;37296755;37296755;37300070;37300070;37300070	37288205;37288205;37290474;37290474;37290474;37290766;37290766;37290766;37290964;37290964;37290909;37291992;37292710;37293119;37293146;37293294;37293481;37293481;37293481;37293481;37293604;37293604;37293604;37293604;37294757;37294738;37294757;37294757;37295146;37295146;37295146;37295362;37295362;37295362;37296657;37296654;37296657;37296911;37296911;37296911;37300242;37300242;37300197	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1912	0	2	2	2
ENSDARG00000012860	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37290368;37290651;37296548;37303637;37303637;37303864;37304103;37304103;37305798;37305798;37306081;37306081;37306290;37306290;37307149;37307149;37307515;37307515;37308138;37309442;37309442;37309694;37309694;37310743;37310743;37311601;37311601	37290493;37290700;37296676;37304002;37304002;37303964;37304255;37304255;37305924;37305924;37306197;37306197;37306333;37306333;37307311;37307311;37307668;37307681;37308141;37309531;37309531;37309836;37309836;37310892;37310892;37311900;37312921	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3150	0	1	0	0
ENSDARG00000060319	5;5;5;5;5;5;5;5;5;5	37318657;37321744;37322006;37326080;37333732;37333734;37333771;37335236;37335236;37335236	37319372;37321873;37322228;37326243;37334143;37334143;37334053;37335454;37335468;37335468	-;-;-;-;-;-;-;-;-;-	1878	256	765	275	668
ENSDARG00000027345	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37339568;37348130;37348701;37348867;37353183;37353183;37353183;37353183;37357327;37357327;37357327;37357327;37359374;37359374;37359680;37362956	37342004;37349008;37349008;37349008;37353393;37353393;37353393;37353393;37357496;37357496;37357496;37357496;37359721;37359631;37359826;37363610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4805	55	76	64	56
ENSDARG00000035352	5;5;5;5;5;5;5;5;5;5;5	37363067;37366350;37366352;37366533;37366533;37368724;37368724;37369382;37369382;37370522;37370522	37363421;37366430;37366430;37366622;37366622;37368840;37368840;37369504;37369504;37370855;37373400	+;+;+;+;+;+;+;+;+;+;+	3645	578	829	929	728
ENSDARG00000012076	5;5;5;5	37378348;37378527;37379062;37380620	37378375;37378578;37379206;37381368	+;+;+;+	974	3	78	6	13
ENSDARG00000094018	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37381244;37382116;37386871;37387118;37388749;37391176;37391358;37391360;37391536;37391536;37391719;37391719;37391908;37391908;37393223;37393223;37394077;37394077;37396837;37396837;37396975;37396975;37397212;37397212;37397465;37397465	37382026;37382208;37387020;37387235;37389323;37391271;37391445;37391445;37391624;37391624;37391815;37391815;37391976;37391976;37393356;37393356;37394217;37394217;37396896;37396896;37397131;37397131;37397301;37397301;37397621;37397635	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2911	545	656	389	491
ENSDARG00000092018	5;5;5;5;5	37381647;37382116;37386871;37387118;37388749	37382026;37382208;37387020;37387235;37389026	-;-;-;-;-	1019	0	0	0	0
ENSDARG00000095363	5;5	37409471;37413700	37409614;37414054	+;+	499	0	0	0	0
ENSDARG00000094849	5;5	37422424;37427124	37422556;37427476	+;+	486	1	0	0	0
ENSDARG00000093036	5;5;5;5;5;5	37435184;37435468;37435828;37436127;37436934;37437835	37435373;37435567;37436003;37436342;37436979;37438064	-;-;-;-;-;-	958	0	0	0	1
ENSDARG00000093547	5;5;5	37440254;37450946;37453805	37440332;37451087;37454157	+;+;+	574	0	0	0	0
ENSDARG00000093960	5;5;5;5;5;5;5;5;5;5;5	37460806;37460960;37461119;37461119;37461395;37461395;37461702;37461702;37463420;37463420;37463598	37461024;37461024;37461203;37461203;37461579;37461579;37461911;37461911;37463432;37463465;37463912	-;-;-;-;-;-;-;-;-;-;-	1060	17	17	24	25
ENSDARG00000060330	5;5;5;5;5	37467532;37488441;37488441;37493626;37493626	37471018;37491626;37491626;37493977;37494337	-;-;-;-;-	7385	909	1056	864	1099
ENSDARG00000094725	5;5;5	37496576;37500571;37500970	37497548;37500855;37502078	+;+;+	2367	62	81	79	92
ENSDARG00000097952	5;5;5;5	37504748;37506583;37506855;37507128	37505453;37506681;37506916;37507588	-;-;-;-	1328	6	6	8	2
ENSDARG00000092354	5;5;5;5;5;5;5;5;5;5;5	37510231;37510231;37510231;37515028;37515028;37515028;37519929;37519929;37521145;37521718;37521718	37510981;37510981;37510981;37515943;37515943;37515943;37520020;37520020;37521459;37521973;37521973	-;-;-;-;-;-;-;-;-;-;-	2330	103	119	138	113
ENSDARG00000026820	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37523480;37523494;37529374;37529374;37529557;37529557;37534463;37534463;37537317;37537317;37537987;37537987;37543378;37543378;37543652;37543652;37545275;37545275;37545572;37545572;37547653;37547653;37547970;37547970;37548282;37548282;37550740;37550842;37551256;37551256;37551449;37551449;37551597;37551612;37552361;37552361;37554002;37554002;37560505	37523912;37523912;37529462;37529462;37529642;37529642;37534557;37534557;37537415;37537415;37538161;37538161;37543570;37543570;37543815;37543815;37545423;37545423;37545721;37545721;37547809;37547809;37548146;37548146;37548365;37548365;37550961;37550961;37551370;37551370;37551533;37551533;37551987;37551987;37552662;37552662;37554852;37554981;37560880	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4522	137	11	207	7
ENSDARG00000093943	5;5;5	37553207;37554036;37558952	37553259;37554240;37559409	+;+;+	716	2	2	5	0
ENSDARG00000094492	5;5;5	37567657;37570426;37570757	37568570;37570480;37570843	-;-;-	1056	1	0	0	0
ENSDARG00000091997	5;5;5	37575887;37578635;37578975	37576589;37578689;37579067	-;-;-	851	0	0	0	0
ENSDARG00000093013	5;5;5;5;5;5	37582448;37583079;37583301;37583431;37584035;37586841	37582494;37583220;37583343;37583577;37584120;37586903	+;+;+;+;+;+	528	0	0	0	0
ENSDARG00000093214	5;5;5	37593300;37596560;37596846	37593939;37596620;37596927	-;-;-	783	0	12	11	9
ENSDARG00000031336	5;5;5;5;5;5;5;5;5;5;5	37600654;37603876;37606269;37606481;37607911;37608084;37610089;37610209;37612172;37612321;37612649	37600903;37603922;37606344;37606591;37607978;37608128;37610123;37610290;37612237;37612470;37614654	+;+;+;+;+;+;+;+;+;+;+	2936	149	147	245	211
ENSDARG00000060366	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37615771;37617028;37620852;37620852;37624907;37624907;37627060;37627060;37631014;37631014;37631220;37631220;37633816;37633816;37638544;37638544;37638751;37638751;37640964;37640964;37641343;37641343;37644600;37644600;37644843;37644843;37647911;37648287	37618050;37618050;37620998;37620998;37625081;37625081;37627252;37627252;37631138;37631138;37631302;37631302;37633973;37633973;37638655;37638655;37638858;37638858;37641266;37641266;37641480;37641480;37644734;37644734;37645237;37645044;37648194;37648309	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4659	85	123	148	139
ENSDARG00000096962	5;5	37650835;37654498	37651993;37655591	-;-	2253	162	163	179	177
ENSDARG00000035357	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37663087;37676396;37676399;37681198;37681198;37681316;37681316;37684651;37684651;37686894;37686894;37688153;37688153;37689112;37689112;37692305;37692305;37695791;37695791	37663722;37676505;37676505;37681236;37681236;37681422;37681422;37684714;37684714;37687056;37687056;37688219;37688219;37689313;37689313;37692521;37692521;37697395;37697238	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3210	2733	3077	2531	3034
ENSDARG00000035360	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37705420;37705609;37708216;37708216;37709866;37709866;37710162;37710162;37711119;37711138;37711458;37711458;37711709;37711709;37713804;37713804;37715085;37715085;37715357;37715357;37717594;37717594;37718241;37718241;37720400;37720654;37720654;37724001;37724001;37724229;37724229;37727327;37727327;37729443;37729466;37729466;37730739;37730739;37730739;37734858;37734858;37735655;37735655;37735655;37742782;37742782;37742782;37746906;37746906;37749793;37749793;37752491;37752491;37755658;37755658;37758060;37758060;37758605;37758605;37762715;37762880;37762904;37762904;37763269;37763269;37763269;37769652;37769652;37769652;37784080;37784080;37784080	37705891;37705891;37708355;37708355;37710025;37710013;37710311;37710301;37711238;37711238;37711592;37711592;37711852;37711852;37713959;37713959;37715196;37715196;37715473;37715473;37717714;37717714;37718389;37718389;37720423;37720748;37720748;37724104;37724104;37724308;37724308;37727485;37727587;37729627;37729627;37729627;37730918;37730918;37730918;37734944;37734944;37735765;37735765;37735765;37742839;37742992;37742992;37746975;37746975;37749968;37749968;37752569;37752569;37755712;37755712;37758190;37758190;37758695;37758695;37762878;37763014;37763014;37763014;37763451;37763451;37763451;37769717;37769717;37769717;37784602;37784333;37784136	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4987	10375	9824	9129	9085
ENSDARG00000034262	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37788290;37790556;37791379;37791379;37799155;37799155;37801202;37801202;37801580;37801580;37803441;37803441;37803670;37803670;37804477;37804477;37804670;37804670;37804890;37804890;37808573;37808573;37808839;37808839;37809138;37809138;37810541;37810541;37811866;37811866;37812049;37812049;37812303;37812303;37817611;37817611;37817817;37817817;37823927;37823927;37824084;37824084;37824282;37824282;37824497;37824497;37831328;37831328;37838341;37838341	37790979;37790979;37791496;37791496;37799308;37799308;37801336;37801336;37801629;37801629;37803554;37803554;37803758;37803758;37804581;37804581;37804783;37804783;37805008;37805008;37808753;37808690;37809033;37809033;37809248;37809248;37810619;37810619;37811949;37811949;37812192;37812192;37812413;37812413;37817745;37817745;37817875;37817875;37823992;37823992;37824177;37824177;37824424;37824424;37824624;37824624;37831444;37831444;37838769;37838460	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5764	627	753	662	610
ENSDARG00000034307	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	37839946;37839956;37841136;37842360;37843204;37843274;37843402;37843402;37845056;37845056;37845662;37845662;37845907;37845907;37846136;37846136;37847121;37847121;37847398;37847398;37850792;37850792	37841048;37840347;37841269;37842564;37843318;37843318;37843516;37843516;37845256;37845256;37845762;37845762;37846062;37846062;37846245;37846245;37847165;37847165;37847531;37847531;37850929;37850929	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2557	13	13	10	12
ENSDARG00000067889	5;5;5;5	37861968;37865130;37865525;37867925	37862207;37865176;37865688;37868540	+;+;+;+	1067	3	1	0	0
ENSDARG00000034424	5;5;5;5;5;5;5;5;5;5;5	37875378;37878985;37881103;37882324;37884386;37890193;37890320;37890678;37890678;37906428;37906428	37876785;37879080;37881129;37882383;37884591;37890424;37890424;37890806;37890806;37906495;37906828	-;-;-;-;-;-;-;-;-;-;-	2559	564	1055	602	1027
ENSDARG00000103123	5;5;5;5;5;5;5	37917136;37929713;37931580;37931906;37936985;37949940;37990550	37917716;37929816;37931804;37933651;37937382;37950186;37991275	-;-;-;-;-;-;-	4027	2412	2062	1620	1885
ENSDARG00000003635	5;5;5;5;5;5;5;5	37996477;37998921;37999163;37999755;37999914;38000613;38002283;38004163	37996915;37999016;37999270;37999825;38000118;38000787;38002467;38004317	+;+;+;+;+;+;+;+	1434	10	16	26	11
ENSDARG00000054574	5;5;5;5;5;5;5;5;5;5	38004724;38005028;38007683;38007683;38010344;38010344;38010792;38010792;38011192;38012159	38005248;38005248;38007852;38007852;38010423;38010423;38010962;38010962;38011254;38012463	-;-;-;-;-;-;-;-;-;-	1314	56	64	65	78
ENSDARG00000092667	5;5;5;5;5	38011981;38013818;38014088;38014554;38014693	38012027;38013991;38014281;38014578;38014961	+;+;+;+;+	709	4	7	6	6
ENSDARG00000092222	5;5;5;5;5;5;5;5;5	38019660;38023661;38023805;38024066;38024066;38024541;38024541;38024707;38024707	38019727;38023981;38023981;38024259;38024259;38024565;38024565;38024932;38025030	+;+;+;+;+;+;+;+;+	932	1	3	3	0
ENSDARG00000093763	5;5;5;5;5;5	38030966;38031534;38031724;38031985;38031985;38032587	38031040;38031900;38031900;38032161;38032161;38032952	+;+;+;+;+;+	985	0	0	0	7
ENSDARG00000095735	5;5;5;5;5;5;5;5;5;5;5;5	38041780;38041798;38042170;38042813;38042813;38043699;38044231;38044232;38044459;38044459;38044933;38044933	38041959;38041959;38042391;38043034;38043035;38043917;38044344;38044344;38044815;38044807;38045139;38045200	-;-;-;-;-;-;-;-;-;-;-;-	1583	0	0	0	0
ENSDARG00000095026	5;5;5;5;5	38054062;38057796;38058068;38058533;38058717	38054124;38057969;38058261;38058557;38059074	+;+;+;+;+	814	0	1	0	1
ENSDARG00000095532	5;5;5;5;5	38061972;38064162;38064434;38064807;38064954	38062014;38064335;38064627;38064831;38065281	+;+;+;+;+	764	1	5	0	5
ENSDARG00000092680	5;5;5;5;5;5;5;5	38073015;38073167;38073420;38073420;38073888;38073888;38074056;38074056	38073335;38073335;38073613;38073613;38073913;38073912;38074490;38074574	+;+;+;+;+;+;+;+	1060	0	1	0	0
ENSDARG00000094284	5;5;5;5;5;5;5;5;5;5;5;5;5;5	38079470;38084498;38084936;38085079;38085079;38085339;38085339;38085339;38085798;38085798;38085798;38085944;38085944;38085944	38079518;38084546;38085255;38085255;38085255;38085532;38085532;38085532;38085822;38085822;38085822;38086014;38086895;38086895	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1589	0	10	5	8
ENSDARG00000094935	5;5;5;5;5;5;5;5;5;5;5;5;5	38079470;38079908;38080054;38080094;38080316;38080316;38080316;38080770;38080770;38080770;38081256;38081256;38081256	38079518;38080230;38080230;38080230;38080509;38080509;38080493;38080794;38080794;38080794;38081628;38082129;38082129	+;+;+;+;+;+;+;+;+;+;+;+;+	1465	0	0	0	0
ENSDARG00000103480	5;5;5;5;5;5;5;5	38085893;38088676;38088883;38091199;38091548;38095235;38096150;38111232	38088356;38088791;38089037;38091270;38091643;38095327;38096239;38111353	-;-;-;-;-;-;-;-	3208	1	3	2	1
ENSDARG00000093326	5;5	38097343;38105451	38097955;38105678	-;-	841	1	0	0	0
ENSDARG00000093350	5;5;5	38119987;38120713;38120997	38120082;38120913;38121190	+;+;+	491	28	74	24	49
ENSDARG00000091972	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	38126701;38126701;38128180;38128180;38128473;38128473;38128769;38128769;38129573;38130330;38130330;38131840;38131840;38132586;38134688;38135757;38135921	38126885;38126885;38128257;38128257;38128673;38128673;38128959;38128959;38129635;38130392;38130392;38131902;38131889;38132648;38134735;38135812;38136195	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1286	39	58	22	33
ENSDARG00000094489	5;5;5;5;5;5	38143491;38144514;38144731;38145685;38147093;38149334	38143531;38144587;38144931;38145875;38147123;38149521	+;+;+;+;+;+	726	50	47	29	29
ENSDARG00000095747	5;5;5;5	38152134;38152415;38153188;38153399	38152307;38152541;38153275;38153789	+;+;+;+	780	0	1	0	0
ENSDARG00000094820	5;5;5;5;5;5;5;5;5;5;5	38171626;38172260;38172721;38172721;38173188;38173188;38173566;38176372;38176372;38177603;38177603	38172380;38172380;38172819;38172819;38173676;38173342;38173676;38176374;38176374;38177639;38177699	-;-;-;-;-;-;-;-;-;-;-	1443	0	0	0	1
ENSDARG00000095112	5;5	38185915;38186087	38185987;38186337	+;+	324	9	13	5	4
